_index,start,end,form1,section1,safety,team_code,rhs_lhs,location,lat,long,alt,precision,date_time,section2,wall_condition,wall_height,fence,wall_material,wall_pic,outdated,street_pic,field_23,section3,bridge_type,bridge_condition,bridge_walkable,bridge_pic,outdated_1,piers_condition,piers_num,piers_pic,section4,field_34,elec_condition,elec_pic,field_37,cables_condition,cables_pic,outdated_2,manholes_condition,manholes_pic,outdated_3,outdated_4,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,_secondarydrain,team_name,corporatio,valley
308,08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point.",A44,Right hand side (RHS),13.0090123 77.528569 795.3999633789062 4.942,13.0090123,77.528569,795.3999634,4.942,2026/04/08 16:34:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775646323181.jpg,,1775646340608.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775643935502.jpg,,Cannot see,,,Cannot see,,,OK,719199336,b6d9d969-7cf5-4754-95df-e63bb01a719f,08-04-2026 11:27,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:b6d9d969-7cf5-4754-95df-e63bb01a719f,,V202,RIT SoA,West,Vrishabhavati Valley
309,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0074966 77.5301724 793.5 4.404,13.0074966,77.5301724,793.5,4.404,2026/04/08 15:56:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644004959.jpg,,1775644017088.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775644049879.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187122/attachments/attUGgWrvguudkCgDySFskD7/,Yes,1,1775644106719.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187122/attachments/attTwVMx9pELQgQM7VruXZE7/,,No,,,Cannot see,,,Yes,1775644827063.jpg,,OK,719199396,ab524fd1-8cab-4335-978e-89d3419f0659,08-04-2026 11:27,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:ab524fd1-8cab-4335-978e-89d3419f0659,,V202,RIT SoA,West,Vrishabhavati Valley
310,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0078149 77.5305627 787.7999877929688 4.859,13.0078149,77.5305627,787.7999878,4.859,2026/04/08 16:02:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1775644388107.jpg,,1775644414250.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775640714487.jpg,,Yes,1775640750314.jpg,,Cannot see,,,OK,719199168,58a66b6e-0595-401d-aa5b-5be648bc27a7,08-04-2026 11:27,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:58a66b6e-0595-401d-aa5b-5be648bc27a7,,V205,RIT SoA,West,Vrishabhavati Valley
311,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0087738 77.5303889 792.3999633789062 4.665,13.0087738,77.5303889,792.3999634,4.665,2026/04/08 16:09:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644811825.jpg,,1775644822484.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,No,,,OK,719199591,2556f5ab-77ad-4321-9e95-0d511ddb7852,08-04-2026 11:27,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:2556f5ab-77ad-4321-9e95-0d511ddb7852,V200,,RIT SoA,West,Vrishabhavati Valley
312,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),13.009512 77.5280709 796.8999633789062 3.79,13.009512,77.5280709,796.8999634,3.79,2026/04/08 16:41:00+0530,,Retaining wall does not exist,0,"Yes, covered only on sides",Not applicable,1775646730174.jpg,,1775646745523.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Yes,1775646753329.jpg,,OK,719199741,3ee9245e-51cb-4902-8c50-4f7aa44ba100,08-04-2026 11:27,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:3ee9245e-51cb-4902-8c50-4f7aa44ba100,V200,,RIT SoA,West,Vrishabhavati Valley
313,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A44,Right hand side (RHS),13.0075076 77.5300902 793.0 4.986,13.0075076,77.5300902,793,4.986,2026/04/08 16:11:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644985618.jpg,,1775645039324.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Obstructed path (solid waste),1775645083035.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187216/attachments/attbANpN8Hg7JSmx4hfamHw7/,Yes,1,1775645163826.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187216/attachments/attccM3bTFmwHkfFLdyR6Lb8/,,No,,,Cannot see,,,Cannot see,,,OK,719199957,be2d9caa-228c-4c6b-aec6-f049f760fdc8,08-04-2026 11:27,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:be2d9caa-228c-4c6b-aec6-f049f760fdc8,V200,,RIT SoA,West,Vrishabhavati Valley
314,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0089943 77.5294626 794.5 4.981,13.0089943,77.5294626,794.5,4.981,2026/04/08 16:17:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775645311653.jpg,,1775645324879.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1775640900657.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719186840/attachments/attXdFU3DqXhbS2Fyb2sH4EQ/,OK,719186840,c08dff10-ff61-4515-8207-65e0dc52b73b,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:c08dff10-ff61-4515-8207-65e0dc52b73b,,V205,RIT SoA,West,Vrishabhavati Valley
315,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A40,Left hand side (LHS),13.0096593 77.5282185 796.5 4.408,13.0096593,77.5282185,796.5,4.408,2026/04/08 16:24:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775645681406.jpg,,1775645694092.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775645843961.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187031/attachments/attQ796N89RUNXnuN44C96ZC/,No,,,Yes,1775645887571.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187031/attachments/attT2gqUrRmQ2eipWM5Twn3Y/,OK,719187031,c6009454-41b8-41e7-af47-e4c20a7b117d,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:c6009454-41b8-41e7-af47-e4c20a7b117d,V200,,RIT SoA,West,Vrishabhavati Valley
316,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0151144 77.5366103 813.0999755859375 4.913,13.0151144,77.5366103,813.0999756,4.913,2026/04/08 14:56:00+0530,,Retaining wall intact throughout the stretch,5.57,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1775640611365.jpg,,1775640655318.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775640893860.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191186/attachments/attY687CHT6Axy8Lgjt5TJzA/,No,0,,,,No,,,No,,,Yes,1775646398557.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187099/attachments/attU8np26Tjx3ZTUmkUeHUCE/,OK,719187099,ae134acc-5f9b-449b-b7f3-c92a62f08edd,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:ae134acc-5f9b-449b-b7f3-c92a62f08edd,V200,,RIT SoA,West,Vrishabhavati Valley
317,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0083467 77.5348736 794.0 4.998,13.0083467,77.5348736,794,4.998,2026/04/08 15:24:00+0530,,Broken in some places,7.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775642240991.jpg,,1775642272088.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1775642336146.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191252/attachments/attbquSZtouyGeVwUevMxefQ/,No,0,1775642378138.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191252/attachments/attpJjuHHzrZgc7qm4LMinZT/,,No,,,No,,,Cannot see,,,OK,719187211,b553944e-fbc8-435b-a6d2-ceaa033b1974,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:b553944e-fbc8-435b-a6d2-ceaa033b1974,V200,,RIT SoA,West,Vrishabhavati Valley
318,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0055279 77.5313846 799.0999755859375 4.938,13.0055944,77.5313261,799.0999756,4.938,2026/04/08 15:44:00+0530,,Retaining wall intact throughout the stretch,2,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1775643374760.jpg,,1775643438369.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775645196776.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187216/attachments/attsVkWmLMPmwy7BSvLU7ZRo/,No,,,Yes,1775645232880.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187216/attachments/attN7i8hdiMTjvvivM3LoFCR/,OK,719187216,5f7a7c87-1c0f-46ab-8c6e-60055d1d7fb2,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:5f7a7c87-1c0f-46ab-8c6e-60055d1d7fb2,V200,,RIT SoA,West,Vrishabhavati Valley
319,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0067976 77.5298772 795.5999755859375 4.242,13.0067976,77.5298772,795.5999756,4.242,2026/04/08 15:58:00+0530,,Broken in some places,3.9,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644281829.jpg,,1775644360081.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1775644421735.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191428/attachments/attzPerg2YXjUUgiSA5xKg2i/,Yes,1,1775644482513.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191428/attachments/attXE2tpb5Byk4xVVBntLB5L/,,Yes,1775644187011.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187094/attachments/attkJtgtHKfgZPmDdr7wRWYg/,Cannot see,,,Yes,1775644228251.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719187094/attachments/attfCg3Be3aHYwa54Frzvjot/,OK,719187094,374e07d7-576d-472b-8c40-20426a03a5ee,08-04-2026 11:14,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:374e07d7-576d-472b-8c40-20426a03a5ee,,V202,RIT SoA,West,Vrishabhavati Valley
320,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0050305 77.5294656 790.0 4.676,13.0050305,77.5294656,790,4.676,2026/04/08 16:16:00+0530,,Broken in some places,3,"Yes, covered only on sides",Solid Stone Masonry (SSM),1775645291458.jpg,,1775645302029.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1775640870106.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181721/attachments/att6Jkbs9Gjm5HfKsX5KsnBv/,OK,719181721,baddbdd6-cdc9-4b79-8cf7-88438ded36b3,08-04-2026 11:09,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:baddbdd6-cdc9-4b79-8cf7-88438ded36b3,,V205,RIT SoA,West,Vrishabhavati Valley
321,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0032285 77.5289033 786.7000122070312 4.946,13.0032285,77.5289033,786.7000122,4.946,2026/04/08 16:31:00+0530,,Retaining wall intact throughout the stretch,8.85,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1775646143180.jpg,,1775646191775.jpg,,,Not applicable ,Not applicable,Not applicable,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191681/attachments/attT6nG328GXUHnF25USUEqT/,Not applicable,Not applicable,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719191681/attachments/attQcDKRQ2Vn2sCNukXKy4b9/,,Yes,1775643157694.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181979/attachments/attchRHeVkCp3hdyBDgJ5E4h/,No,,,Yes,1775643240644.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181979/attachments/att8TNW7ssfyx8XyXfQkwb9w/,OK,719181979,1da7a6a2-ebad-424b-9c0b-db850975792f,08-04-2026 11:09,no,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:1da7a6a2-ebad-424b-9c0b-db850975792f,V200,,RIT SoA,West,Vrishabhavati Valley
322,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A41,Right hand side (RHS),13.0008337 77.5277078 786.2999877929688 4.544,13.0008337,77.5277078,786.2999878,4.544,2026/04/08 16:45:00+0530,,Retaining wall intact throughout the stretch,9,"Yes, covered only on sides",Solid Stone Masonry (SSM),1775646989258.jpg,,1775647006094.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775645239959.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719182556/attachments/attF9YuxhyEF5KUXXcKc7qAm/,No,,,Yes,1775645285868.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719182556/attachments/attwknUrze5w9zpWz4jJxCqe/,OK,719182556,fe4522e0-7403-4245-bf2f-18c92e6b3cbe,08-04-2026 11:10,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:fe4522e0-7403-4245-bf2f-18c92e6b3cbe,V200,,RIT SoA,West,Vrishabhavati Valley
323,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A48,Left hand side (LHS),13.0102679 77.5365797 799.5999755859375 4.99,13.0102679,77.5365797,799.5999756,4.99,2026/04/08 14:38:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775639674012.jpg,,1775639695102.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Cannot see,,,OK,719182740,f26add6b-e5e9-43ca-aa08-1573f9f7458a,08-04-2026 11:10,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:f26add6b-e5e9-43ca-aa08-1573f9f7458a,V200,,RIT SoA,West,Vrishabhavati Valley
324,08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point.",A48,Right hand side (RHS),13.0065344 77.5330931 791.2999877929688 5.127,13.0065344,77.5330931,791.2999878,5.127,2026/04/08 15:11:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775641355681.jpg,,1775641370307.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775642078703.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181828/attachments/attJSqfB33QiefVoXgRnGou5/,No,,,Yes,1775642121157.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719181828/attachments/attXH8n9RkKMMdKWtGhKpMao/,OK,719181828,db7b4940-0eb3-4e24-be07-1ddfc73897d6,08-04-2026 11:09,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:db7b4940-0eb3-4e24-be07-1ddfc73897d6,,V202,RIT SoA,West,Vrishabhavati Valley
325,08-04-2026,08-04-2026,,,"No, I do not feel safe. I will stop the audit at this point.",A48,Left hand side (LHS),13.005696 77.5317511 793.0 3.845,13.005696,77.5317511,793,3.845,2026/04/08 15:25:00+0530,,Broken in some places,4,There is no fence ,Reinforced Cement Concrete (RCC),1775642176562.jpg,,1775642191370.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1775644404748.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719182160/attachments/attyJT2TrENwBrpeuXoiasjr/,OK,719182160,d6fc232d-4eba-4cd7-952a-4a36823690f8,08-04-2026 11:09,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:d6fc232d-4eba-4cd7-952a-4a36823690f8,,V202,RIT SoA,West,Vrishabhavati Valley
326,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A48,Left hand side (LHS),13.0041032 77.5293403 788.0 3.908,13.0041032,77.5293403,788,3.908,2026/04/08 15:45:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1775643363238.jpg,,1775643377658.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1775643408600.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719197146/attachments/attZnAwek45CKYez4EE6m5ve/,Yes,2,1775643427120.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719197146/attachments/attWctNdd59VLHBwoKHJvsAP/,,No,,,No,,,Yes,1775645484174.jpg,,OK,719228108,0d45a781-603b-4d25-b1ea-7ed974a68240,08-04-2026 12:01,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:0d45a781-603b-4d25-b1ea-7ed974a68240,,V202,RIT SoA,West,Vrishabhavati Valley
327,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A48,Right hand side (RHS),13.0014917 77.5282555 788.0 5.647,13.0014917,77.5282555,788,5.647,2026/04/08 15:59:00+0530,,Retaining wall intact throughout the stretch,3.7,There is no fence ,Reinforced Cement Concrete (RCC),1775644244463.jpg,,1775644261478.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1775640779621.jpg,,Yes,1775640931970.jpg,,Yes,1775641002529.jpg,,OK,719227791,e81526ca-edcf-4649-8307-d511078929f0,08-04-2026 12:01,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:e81526ca-edcf-4649-8307-d511078929f0,,V205,RIT SoA,West,Vrishabhavati Valley
328,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A48,Right hand side (RHS),12.9992149 77.5270968 787.5506367204847 3.0,12.9992149,77.5270968,787.5506367,3,2026/04/08 16:09:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1775644810976.jpg,,1775644820382.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1775644842585.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719197280/attachments/attBeDKTUA2F3eKFZf7Hh9Qk/,Yes,2,1775644870889.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719197280/attachments/attpKWMHLs8VGRBkwvtTSHii/,,Yes,1775646391571.jpg,,No,,,Yes,1775646431848.jpg,,OK,719228413,ed90d10e-498c-4f22-8a3d-6d6d8e03ab7d,08-04-2026 12:02,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:ed90d10e-498c-4f22-8a3d-6d6d8e03ab7d,V200,,RIT SoA,West,Vrishabhavati Valley
329,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A43,Right hand side (RHS),13.0118658 77.535907 801.0999755859375 4.984,13.0118658,77.535907,801.0999756,4.984,2026/04/08 14:51:00+0530,,Retaining wall intact throughout the stretch,4.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775640456728.jpg,,1775640511916.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1775647422937.jpg,,OK,719228626,e9890574-a439-498a-bc3d-5a85b72e9530,08-04-2026 12:02,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:e9890574-a439-498a-bc3d-5a85b72e9530,V200,,RIT SoA,West,Vrishabhavati Valley
330,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A43,Left hand side (LHS),13.0065107 77.5331944 791.2999877929688 4.219,13.0065107,77.5331944,791.2999878,4.219,2026/04/08 15:53:00+0530,,Retaining wall intact throughout the stretch,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775643867891.jpg,,1775643887734.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Cannot see,,,OK,719228772,941226cb-77f3-497d-83c8-2dacb2c3d5a6,08-04-2026 12:02,no,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:941226cb-77f3-497d-83c8-2dacb2c3d5a6,V200,,RIT SoA,West,Vrishabhavati Valley
331,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A43,Right hand side (RHS),13.0058562 77.5304297 789.3999633789062 3.872,13.0058562,77.5304297,789.3999634,3.872,2026/04/08 16:06:00+0530,,Broken in some places,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775644656895.jpg,,,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1775644745533.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719199396/attachments/atti39LSJCVZyC4WoJgEAUCZ/,Yes,3,1775644794166.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719199396/attachments/att6oLvEY3pAZdw6SScCascv/,,No,,,No,,,Yes,1775649620297.jpg,,OK,719228924,7ce11e46-ac63-4473-92fc-76b96a9c34a0,08-04-2026 12:02,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:7ce11e46-ac63-4473-92fc-76b96a9c34a0,V200,,RIT SoA,West,Vrishabhavati Valley
332,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A43,Right hand side (RHS),13.006083 77.5297575 794.5999755859375 4.46,13.006083,77.5297575,794.5999756,4.46,2026/04/08 16:20:00+0530,,Retaining wall does not exist,0,There is no fence ,Not applicable,1775645515140.jpg,,1775645540362.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Cannot see,,,OK,719175602,5cf94e02-80c7-4e53-9306-ce39034e130a,08-04-2026 11:04,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:5cf94e02-80c7-4e53-9306-ce39034e130a,,V205,RIT SoA,West,Vrishabhavati Valley
333,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A43,Left hand side (LHS),13.003598 77.5290835 785.7999877929688 4.573,13.003598,77.5290835,785.7999878,4.573,2026/04/08 16:39:00+0530,,Retaining wall intact throughout the stretch,3.3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775646664758.jpg,,1775646690991.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),,,No,0,,,,No,,,No,,,Yes,1775644127536.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/719175942/attachments/att2peWHrQci3rSAjrjbwFwV/,OK,719175942,62a15444-0987-4f90-833f-4397542238e3,08-04-2026 11:04,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:62a15444-0987-4f90-833f-4397542238e3,V200,,RIT SoA,West,Vrishabhavati Valley
334,08-04-2026,08-04-2026,,,"Yes, I feel safe to conduct the audit",A43,Right hand side (RHS),13.0014312 77.5278127 786.2000122070312 4.954,13.0014312,77.5278127,786.2000122,4.954,2026/04/08 16:53:00+0530,,Retaining wall intact throughout the stretch,5.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1775647497900.jpg,,1775647521005.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Cannot see,,,OK,719176037,6c3ca811-d9d0-49c5-8e94-b1dfd223db00,08-04-2026 11:04,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:6c3ca811-d9d0-49c5-8e94-b1dfd223db00,V200,,RIT SoA,West,Vrishabhavati Valley
